Description,Exchange_Name,Commodity_Indicator,Product_Description,Future_Option_Indicator,CME__Globex__Volume,Pit_Volume,ExPit_Volume,OTC_Volume,Total_Volume,MTD_ADV,Open_Interest,trade_date
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
,,,,,,,,,,,,20200123
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR FUTURE,F,2223883.0,28234.0,0.0,13607.0,2265724.0,1854557.25,11192126.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE FUTURE,F,2112542.0,9809.0,0.0,93047.0,2215398.0,1623637.625,3930534.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y NOTE FUTURE,F,917963.0,327.0,0.0,49750.0,968040.0,761870.375,4379486.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE FUTURE,F,548696.0,0.0,0.0,89122.0,637818.0,479270.3125,3693123.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR CALL,O,183530.0,404895.0,0.0,20000.0,608425.0,501957.4375,20876817.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE CALL,O,473642.0,91815.0,0.0,0.0,565457.0,362213.375,1336897.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND FUTURE,F,368987.0,3811.0,0.0,7512.0,380310.0,332178.5625,1079632.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),ED,EURODOLLAR PUT,O,162026.0,124590.0,0.0,20000.0,306616.0,325443.1875,17123782.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),21,10Y NOTE PUT,O,195128.0,77637.0,0.0,0.0,272765.0,266453.75,1352477.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE FUT,F,202388.0,0.0,0.0,34153.0,236541.0,190714.25,924736.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD FUTURE,F,193320.0,0.0,0.0,2500.0,195820.0,221197.4375,1951876.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E0,1YR MIDCRV CALL,O,78364.0,88493.0,0.0,0.0,166857.0,173440.9375,4110344.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND FUT,F,137519.0,0.0,0.0,23363.0,160882.0,146961.875,1229378.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y NOTE CALL,O,125987.0,20359.0,0.0,0.0,146346.0,75981.3125,389697.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E0,1YR MIDCRV PUT,O,73347.0,53500.0,0.0,0.0,126847.0,63610.8125,1446465.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND CALL,O,73604.0,15062.0,0.0,0.0,88666.0,51092.0,318507.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),17,30Y BOND PUT,O,66783.0,7060.0,0.0,0.0,73843.0,70806.625,410481.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY5,10Y WK5 NOTE CALL,O,62761.0,3450.0,0.0,0.0,66211.0,14972.3125,111068.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,THREE-MONTH SOFR FUTURES,F,61208.0,0.0,0.0,2000.0,63208.0,19816.5,147160.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),25,5Y TRS NT PUT,O,52535.0,5788.0,0.0,0.0,58323.0,51344.5625,959980.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E2,2YR MIDCRV CALL,O,26411.0,16000.0,0.0,10000.0,52411.0,48399.25,938821.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E2,2YR MIDCRV PUT,O,28865.0,11850.0,0.0,0.0,40715.0,41272.3125,1158965.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY5,10Y WK5 NOTE PUT,O,27261.0,3950.0,0.0,0.0,31211.0,10396.0625,63307.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WY5,WK 5 CALL WEDS 10 YR TREASURY NOTE OPTIONS,O,21527.0,1000.0,0.0,0.0,22527.0,3056.625,30971.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY1,10Y WK1 NOTE CALL,O,19010.0,0.0,0.0,0.0,19010.0,7800.5,25776.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WY5,WK 5 PUT WEDS 10 YR TREASURY NOTE OPTIONS,O,14493.0,4337.0,0.0,0.0,18830.0,1907.8125,20399.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E3,3YR MIDCRV PUT,O,16152.0,1900.0,0.0,0.0,18052.0,12216.1875,480006.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR1,ONE-MONTH SOFR FUTURES,F,13123.0,0.0,0.0,2500.0,15623.0,19138.375,232763.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY2,10Y WK2 NOT PUT,O,5882.0,7000.0,0.0,0.0,12882.0,30962.0625,9288.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY1,10Y WK1 NOTE PUT,O,12693.0,0.0,0.0,0.0,12693.0,5327.4375,29978.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US5,30Y WK5 BOND PUT,O,5143.0,7250.0,0.0,0.0,12393.0,1407.0625,17877.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV5,5Y WK5 NOTE CALL,O,10307.0,2000.0,0.0,0.0,12307.0,1977.25,18407.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV5,5Y WK5 NOTE PUT,O,9381.0,750.0,0.0,0.0,10131.0,1692.9375,16488.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E3,3YR MIDCRV CALL,O,7911.0,1600.0,0.0,0.0,9511.0,8520.5625,440945.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US5,30Y WK5 BOND CALL,O,6885.0,1000.0,0.0,0.0,7885.0,1631.1875,19136.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WF5,WK 5 CALL WEDS 5 YR TREASURY NOTE OPTIONS,O,7389.0,0.0,0.0,0.0,7389.0,771.4375,6817.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WB5,WK 5 CALL WEDS 30 YR TREASURY BOND OPTIONS,O,5774.0,1000.0,0.0,0.0,6774.0,694.0,7638.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WB5,WK 5 PUT WEDS 30 YR TREASURY BOND OPTIONS,O,5033.0,1000.0,0.0,0.0,6033.0,517.125,7243.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US1,30Y WK1 BOND CALL,O,4977.0,1000.0,0.0,0.0,5977.0,2073.0,9504.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE PUT,O,4987.0,0.0,0.0,0.0,4987.0,5054.0,143206.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV1,5Y WK1 NOTE CALL,O,4267.0,0.0,0.0,0.0,4267.0,814.8125,6338.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),26,2Y NOTE CALL,O,4197.0,0.0,0.0,0.0,4197.0,4591.75,53693.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV1,5Y WK1 NOTE PUT,O,3764.0,100.0,0.0,0.0,3864.0,903.375,6284.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US1,30Y WK1 BOND PUT,O,2076.0,1000.0,0.0,0.0,3076.0,1875.625,8026.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US2,30Y WK2 BOND PUT,O,1826.0,1000.0,0.0,0.0,2826.0,6181.8125,5943.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WF5,WK 5 PUT WEDS 5 YR TREASURY NOTE OPTIONS,O,1306.0,1500.0,0.0,0.0,2806.0,310.625,3924.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),SON,QUARTERLY IMM SONIA FUTURES,F,1435.0,0.0,0.0,0.0,1435.0,11597.1875,16907.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TY2,10Y WK2 NOTE CALL,O,1402.0,0.0,0.0,0.0,1402.0,18668.8125,7985.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV2,5Y WK2 NOTE CALL,O,1118.0,0.0,0.0,0.0,1118.0,2829.875,2635.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIW,5-YEAR ERIS SWAP FUTURES,F,879.0,0.0,0.0,203.0,1082.0,823.5,45982.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIT,2-YEAR ERIS SWAP FUTURE,F,1062.0,0.0,0.0,0.0,1062.0,942.5,39614.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),MPC,MPC SONIA FUTURES,F,1062.0,0.0,0.0,0.0,1062.0,384.125,3007.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),N1U,10 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,F,837.0,0.0,0.0,0.0,837.0,1890.9375,88915.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),US2,30Y WK2 BOND CALL,O,780.0,0.0,0.0,0.0,780.0,4077.125,1935.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),F1U,5 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,F,588.0,0.0,0.0,0.0,588.0,1237.5,26093.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),FV2,5Y WK2 NOTE PUT,O,542.0,0.0,0.0,0.0,542.0,2826.6875,657.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIC,3-YEAR ERIS SWAP FUTURES,F,450.0,0.0,0.0,0.0,450.0,194.8125,11540.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIY,10-YEAR ERIS SWAP FUTURES,F,411.0,0.0,0.0,0.0,411.0,353.1875,90961.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WY1,WK 1 CALL WEDS 10 YR TREASURY NOTE OPTIONS,O,151.0,0.0,0.0,0.0,151.0,9.4375,151.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),WY1,WK 1 PUT WEDS 10 YR TREASURY NOTE OPTIONS,O,150.0,0.0,0.0,0.0,150.0,9.375,150.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIB,7-YEAR ERIS SWAP FUTURES,F,125.0,0.0,0.0,0.0,125.0,120.125,18696.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TW5,2Y WK5 NOTE CALL,O,100.0,0.0,0.0,0.0,100.0,6.25,100.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LID,4-YEAR ERIS SWAP FUTURES,F,20.0,0.0,0.0,0.0,20.0,27.75,7054.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND CALL,O,6.0,0.0,0.0,0.0,6.0,14.5,561.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),UBE,ULTRA T-BND PUT,O,0.0,6.0,0.0,0.0,6.0,193.8125,25872.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIE,30-YEAR ERIS SWAP FUTURES,F,4.0,0.0,0.0,0.0,4.0,4.625,2918.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,CALL OPTIONS ON THREE-MONTH SOFR FUTURES,O,2.0,0.0,0.0,0.0,2.0,0.5625,8.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E4,4YR MIDCRV CALL,O,1.0,0.0,0.0,0.0,1.0,125.0625,31256.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD CALL,O,0.0,0.0,0.0,0.0,0.0,0.0,5714.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),41,30D FED FD PUT,O,0.0,0.0,0.0,0.0,0.0,109.4375,2027.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIL,15-YEAR ERIS SWAP FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,10850.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),LIO,20-YEAR ERIS SWAP FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,90.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE CALL,O,0.0,0.0,0.0,0.0,0.0,262.8125,11458.0,20200124
INTEREST RATES,Chicago Board of Trade (STATS),TN,ULTRA 10-YEAR U.S. TNOTE PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,264.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),E4,4YR MIDCRV PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,11840.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),EM,1MTH LIBOR FUTURE,F,0.0,0.0,0.0,0.0,0.0,1.375,32.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),S0,ONE-YEAR MID-CURVE SOFR PUT OPTIONS,O,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),SR3,PUT OPTIONS ON THREE-MONTH SOFR FUTURES,O,0.0,0.0,0.0,0.0,0.0,0.75,11.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),TE3,EURODOLLAR 6-MONTH MID-CURVE CALL OPTION,O,0.0,0.0,0.0,0.0,0.0,78.125,2000.0,20200124
INTEREST RATES,Chicago Mercantile Exchange (STATS),TE3,EURODOLLAR 6-MONTH MID-CURVE PUT OPTION,O,0.0,0.0,0.0,0.0,0.0,78.125,2000.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 FUTURE,F,2500976.0,0.0,0.0,20070.0,2521046.0,1579225.0625,2751723.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 FUTURE,F,756449.0,0.0,0.0,2853.0,759302.0,521936.4375,220053.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MES,MICRO E-MINI S&P 500 FUTURES,F,521671.0,0.0,0.0,0.0,521671.0,264354.8125,37676.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MNQ,MICRO E-MINI NASDAQ 100 FUTURE,F,328402.0,0.0,0.0,0.0,328402.0,239596.625,32203.0,20200124
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW FUTURE,F,301436.0,0.0,0.0,0.0,301436.0,214817.125,101685.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTY,EMINI RUSSELL 2000 INDEX FUTURES,F,192487.0,0.0,0.0,500.0,192987.0,149855.4375,505252.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW,EOM EMINI S&P 500 PUT,O,181726.0,0.0,0.0,0.0,181726.0,61347.0,724780.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW4,EOW4 MINI S&P PUT,O,131491.0,0.0,0.0,0.0,131491.0,37370.5625,0.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,122038.0,0.0,0.0,0.0,122038.0,12265.3125,107998.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW4,EOW4 MINI S&P CALL,O,104887.0,0.0,0.0,0.0,104887.0,22605.875,0.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 PUT,O,94459.0,0.0,0.0,0.0,94459.0,70642.5625,1134677.0,20200124
EQUITY INDEX,Chicago Board of Trade (STATS),MYM,MICRO E-MINI DOW JONES AVE FUTURE,F,82122.0,0.0,0.0,0.0,82122.0,48743.6875,5737.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW3,EOW3 MINI S&P PUT,O,76859.0,0.0,0.0,0.0,76859.0,89441.3125,316166.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),M2K,MICRO E-MINI RUSSELL 2000 INDEX FUT,F,52492.0,0.0,0.0,0.0,52492.0,37134.3125,5550.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW,EOM EMINI S&P 500 CALL,O,51844.0,0.0,0.0,0.0,51844.0,30875.625,321248.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW1,EOW1 MINI S&P PUT,O,48010.0,0.0,0.0,0.0,48010.0,22557.5625,97468.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E5C,E-MINI S&P 500 WEDNESDAY WEEK5 PUT,O,38838.0,0.0,0.0,0.0,38838.0,5508.5,48993.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),N1,NIKKEI (YEN),F,36628.0,0.0,0.0,0.0,36628.0,37373.0625,57608.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW2,EOW2 MINI S&P PUT,O,31329.0,0.0,0.0,0.0,31329.0,38491.9375,66371.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW3,EOW3 MINI S&P CALL,O,29072.0,0.0,0.0,0.0,29072.0,53345.25,159469.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E4A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,28086.0,0.0,0.0,0.0,28086.0,4221.9375,25772.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ES,E-MINI S&P 500 CALL,O,26649.0,0.0,0.0,0.0,26649.0,38639.5625,487185.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW1,EOW1 MINI S&P CALL,O,22836.0,0.0,0.0,0.0,22836.0,14842.125,46107.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ME,E-MINI S&P MIDCAP 400 FUTURE,F,18434.0,0.0,0.0,0.0,18434.0,15223.25,78141.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E5C,E-MINI S&P 500 WEDNESDAY WEEK5 CALL,O,18280.0,0.0,0.0,0.0,18280.0,3204.5625,26140.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 PUT,O,0.0,10978.0,0.0,0.0,10978.0,3552.0625,47013.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S4A,S&P 500 MONDAY WEEKLY PUT,O,0.0,10878.0,0.0,0.0,10878.0,1100.1875,16223.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BTC,BITCOIN FUTURES,F,10576.0,0.0,0.0,0.0,10576.0,9491.25,4467.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NK,NIKKEI ($),F,9498.0,0.0,0.0,0.0,9498.0,8417.125,21113.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EW2,EOW2 MINI S&P CALL,O,8596.0,0.0,0.0,0.0,8596.0,17578.0625,25291.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,5986.0,0.0,0.0,0.0,5986.0,10928.625,17102.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR PUT,O,5341.0,0.0,0.0,0.0,5341.0,1495.5,0.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1C,E-MINI S&P 500 WEDNESDAY WEEK1 PUT,O,5324.0,0.0,0.0,0.0,5324.0,1761.25,17767.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E2A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,5283.0,0.0,0.0,0.0,5283.0,9305.6875,8351.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S5C,S&P 500 WEDNESDAY WEEK5 PUT,O,0.0,4117.0,0.0,0.0,4117.0,577.3125,8622.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,4102.0,0.0,0.0,0.0,4102.0,7968.8125,12796.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S4A,S&P 500 MONDAY WEEKLY CALL,O,0.0,4052.0,0.0,0.0,4052.0,371.375,5942.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV2,EOW2 S&P 500 CALL,O,0.0,4041.0,0.0,0.0,4041.0,1465.75,3677.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH PUT,O,3978.0,0.0,0.0,0.0,3978.0,1218.5,14269.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E1C,E-MINI S&P 500 WEDNESDAY WEEK1 CALL,O,3447.0,0.0,0.0,0.0,3447.0,1531.875,14572.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV3,EOW3 S&P 500 CALL,O,0.0,3165.0,0.0,0.0,3165.0,2098.5625,12301.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV4,EOW4 S&P 500 PUT,O,0.0,3061.0,0.0,0.0,3061.0,2563.875,0.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 FUTURES,F,21.0,299.0,0.0,2080.0,2400.0,2095.6875,34913.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 CALL,O,2375.0,0.0,0.0,0.0,2375.0,979.4375,9806.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR CALL,O,2350.0,0.0,0.0,0.0,2350.0,747.9375,0.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 PUT,O,2344.0,0.0,0.0,0.0,2344.0,2807.375,18572.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN3,E-MINI NASDAQ 100 WKLY THREE PUT,O,2304.0,0.0,0.0,0.0,2304.0,2734.25,11982.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E2C,E-MINI S&P 500 WEDNESDAY WEEK2 PUT,O,2218.0,0.0,0.0,0.0,2218.0,12980.75,6244.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),S5C,S&P 500 WEDNESDAY WEEK5 CALL,O,0.0,2141.0,0.0,0.0,2141.0,189.4375,3131.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SP,S&P 500 PUT,O,0.0,2001.0,0.0,0.0,2001.0,1163.625,41080.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E3A,E-MINI S&P 500 MONDAY WEEKLY PUT,O,1966.0,0.0,0.0,0.0,1966.0,13902.5,2530.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E2A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,1872.0,0.0,0.0,0.0,1872.0,5430.1875,6314.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH CALL,O,1854.0,0.0,0.0,0.0,1854.0,1026.0625,9045.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTO,E-MINI RUSSELL 2000 PUT OPTIONS,O,1505.0,0.0,0.0,0.0,1505.0,226.4375,6551.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAF,E-mini S&P FIN F XAF FUTURE,F,1243.0,0.0,0.0,0.0,1243.0,1160.5625,30142.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV3,EOW3 S&P 500 PUT,O,0.0,1159.0,0.0,0.0,1159.0,5029.125,27372.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E2C,E-MINI S&P 500 WEDNESDAY WEEK2 CALL,O,1130.0,0.0,0.0,0.0,1130.0,9051.875,2592.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 CALL,O,0.0,1032.0,0.0,0.0,1032.0,960.1875,9390.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E3A,E-MINI S&P 500 MONDAY WEEKLY CALL,O,854.0,0.0,0.0,0.0,854.0,7396.625,1004.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAP,E-mini S&P STAPLES F XAP FUTURE,F,260.0,0.0,0.0,589.0,849.0,1162.375,14386.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAE,E-mini S&P ENRGY F XAE FUTURE,F,688.0,0.0,0.0,150.0,838.0,835.3125,16714.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),E3C,E-MINI S&P 500 WEDNESDAY WEEK3 PUT,O,738.0,0.0,0.0,0.0,738.0,12139.625,889.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV1,EOW1 S&P 500 PUT,O,0.0,690.0,0.0,0.0,690.0,803.6875,6782.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN1,E-MINI NASDAQ 100 WKLY ONE PUT,O,687.0,0.0,0.0,0.0,687.0,687.625,2393.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDA,S&P 500 ANNUAL DIVIDEND INDEX FUT,F,138.0,0.0,0.0,500.0,638.0,1683.375,84515.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),TPY,YEN DENOMINATED TOPIX FUTURES,F,588.0,0.0,0.0,0.0,588.0,718.0625,1203.0,20200124
EQUITY INDEX,Chicago Board of Trade (STATS),70,BLOOMBERG COMMODITY INDEX FUTURES,F,562.0,0.0,0.0,0.0,562.0,561.25,16087.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAR,REAL ESTATE SELECT SECTOR FUTURES,F,83.0,0.0,0.0,478.0,561.0,484.5,5599.0,20200124
EQUITY INDEX,Chicago Board of Trade (STATS),JR,US REAL EST F,F,550.0,0.0,0.0,0.0,550.0,1767.9375,36048.0,20200124
EQUITY INDEX,Chicago Mercantile Exchange (STATS),ESG,E-MINI S&P 500 ESG INDEX FUTURES,F,2.0,0.0,0.0,506.0,508.0,237.5625,4071.0,20200124
